word	types	reference
daß		[]
durch		[]
ein		[]
wohleingerichtetes		[]
orgelwerck		[]
die		[]
heilige		[]
sabbathslust		[]
an		[]
dem		[]
herrn		[]
bey		[]
einer		[]
christlichen		[]
gemeine		[]
könne		[]
erwecket		[]
werden		[]
wurde		[]
bey		[]
einweihung		[]
einer		[]
neuen		[]
orgel		[]
in		[]
der		[]
kirche		[]
zum		[]
heiligen		[]
geist		[]
in		[]
elbing		[]
am		[]
17ten		[]
sonntage		[]
nach		[]
dem		[]
fest		[]
der		[]
heiligen		[]
dreyeinigkeit		[]
1748		[]
nach		[]
anleitung		[]
des		[]
evangelischen		[]
textes		[]
lucas	 bibel	['Lk_14-1.2.3.4.5.6.7.8.9.10.11']
xiv	 bibel	['Lk_14-1.2.3.4.5.6.7.8.9.10.11']
i-ii	 bibel	['Lk_14-1.2.3.4.5.6.7.8.9.10.11']
in		[]
einer		[]
volckreichen		[]
versammlung		[]
schriftmäßig		[]
bewiesen		[]
und		[]
auf		[]
anhalten		[]
vieler		[]
diese		[]
wahrheit		[]
liebenden		[]
hertzen		[]
in		[]
den		[]
druck		[]
gegeben		[]
von		[]
raphael		[]
jonathan		[]
skubowius		[]
prediger		[]
bey		[]
obbenannter		[]
gemeine		[]
danzig		[]
1749		[]
zu		[]
finden		[]
bey		[]
george		[]
marcus		[]
knochen		[]
denen		[]
hochund		[]
wohledlen		[]
gestrengen		[]
vesten		[]
hochund		[]
wohlweisen		[]
herrn		[]
herrn		[]
bürgermeistern		[]
und		[]
rath		[]
der		[]
königlichen		[]
stadt		[]
elbing		[]
jnsbesondere		[]
denen		[]
hochedlen		[]
gestrengen		[]
herrlichkeiten		[]
herrn		[]
michael		[]
heinrich		[]
horn		[]
aeltesten		[]
herrn		[]
bürgermeistern		[]
hochbetrauten		[]
königlichen		[]
burggrafen		[]
und		[]
preißwürdigstgewesenen		[]
hospitalsherrn		[]
herrn		[]
christian		[]
friedrich		[]
ramsey		[]
hochweißlich		[]
präsidirenden		[]
herrn		[]
bürgermeistern		[]
und		[]
jetzt		[]
hochlöblich		[]
regierenden		[]
hospitalsherrn		[]
herrn		[]
heinrich		[]
rhoden		[]
hochverdienten		[]
herrn		[]
bürgermeistern		[]
und		[]
treuwachsahmen		[]
oberkirchen		[]
und		[]
schulenherrn		[]
wie		[]
auch		[]
denen		[]
wohledlen		[]
und		[]
wohlweisen		[]
herrlichkeiten		[]
herrn		[]
johann		[]
jacob		[]
brackenhausen		[]
hochangesehenen		[]
herrn		[]
rathsverwandten		[]
und		[]
ältesten		[]
treuwachsamen		[]
kirchenund		[]
schulenherrn		[]
herrn		[]
carl		[]
christian		[]
lange		[]
hochverdienten		[]
herrn		[]
rathsverwandten		[]
und		[]
zu		[]
der		[]
zeit		[]
hochpreißlich		[]
gewesenen		[]
hospitalsherrn		[]
seiner		[]
hohen		[]
und		[]
mit		[]
tiefstem		[]
respect		[]
zu		[]
verehrenden		[]
obrigkeit		[]
widmet		[]
in		[]
geziemender		[]
ehrfurcht		[]
diese		[]
orgeleinweihungspredigt		[]
zum		[]
denckmahl		[]
seiner		[]
dankbegierde		[]
für		[]
alle		[]
dem		[]
gotteshause		[]
zum		[]
heiligen		[]
geist		[]
erwiesene		[]
wohlthaten		[]
mit		[]
herzlichem		[]
gebet		[]
zu		[]
gott		[]
daß		[]
er		[]
jhre		[]
weise		[]
rathschläge		[]
so		[]
wie		[]
in		[]
denen		[]
verflossenen		[]
jahren		[]
also		[]
auch		[]
in		[]
dem		[]
ohnlängst		[]
angetretenen		[]
neuen		[]
und		[]
vielen		[]
demselben		[]
folgenden		[]
benedeyen		[]
und		[]
sowol		[]
dero		[]
eigene		[]
hochfürnehme		[]
persohnen		[]
als		[]
auch		[]
sämtliche		[]
hohe		[]
geschlechte		[]
zum		[]
beständigen		[]
augenmerk		[]
seiner		[]
beschäftigten		[]
gnade		[]
setzen		[]
wolle		[]
denn		[]
auch		[]
der		[]
ganzen		[]
christlichen		[]
gemeine		[]
zum		[]
heiligen		[]
geist		[]
hochadelichen		[]
und		[]
bürgerlichen		[]
hohen		[]
und		[]
niedrigen		[]
reichen		[]
und		[]
armen		[]
wittwen		[]
und		[]
wäysen		[]
wohlthätern		[]
und		[]
gönner		[]
ferner		[]
denen		[]
ehrenhaften		[]
und		[]
wohlgeachten		[]
herrn		[]
jacob		[]
taube		[]
und		[]
johann		[]
mnioch		[]
beyderseits		[]
respective		[]
kaufund		[]
handelsleute		[]
und		[]
wohlbestallten		[]
vorstehern		[]
der		[]
kirche		[]
zum		[]
heiligen		[]
geist		[]
denen		[]
sämtlichen		[]
wohlthätern		[]
die		[]
zum		[]
bau		[]
dieses		[]
orgelwercks		[]
gütigst		[]
und		[]
mildreichst		[]
beygetragen		[]
übergiebet		[]
diese		[]
geringe		[]
arbeit		[]
als		[]
ein		[]
schlechtes		[]
doch		[]
wohlgemeintes		[]
neujahrsgeschenck		[]
zur		[]
erweckung		[]
der		[]
heiligen		[]
lust		[]
an		[]
dem		[]
herrn		[]
nebst		[]
versicherung		[]
seiner		[]
unabläßigen		[]
fürbitte		[]
für		[]
alles		[]
ersprießliche		[]
und		[]
selbst		[]
erwünschende		[]
wohl		[]
an		[]
seel		[]
und		[]
leib		[]
der		[]
autor		[]
halleluja	 musikwerk	['E100173']
gelobet	 musikwerk	['E100173']
sey	 musikwerk	['E100173']
gott	 musikwerk	['E100173']
singen	 musikwerk	['E100173']
wir	 musikwerk	['E100173']
alle	 musikwerk	['E100173']
aus	 musikwerk	['E100173']
unseres	 musikwerk	['E100173']
hertzens	 musikwerk	['E100173']
grunde	 musikwerk	['E100173']
denn	 musikwerk	['E100173']
gott	 musikwerk	['E100173']
hat	 musikwerk	['E100173']
heut	 musikwerk	['E100173']
gemacht	 musikwerk	['E100173']
solche	 musikwerk	['E100173']
freud	 musikwerk	['E100173']
der	 musikwerk	['E100173']
wir	 musikwerk	['E100173']
vergessen	 musikwerk	['E100173']
sollen	 musikwerk	['E100173']
zu	 musikwerk	['E100173']
keiner	 musikwerk	['E100173']
stunde	 musikwerk	['E100173']
amen		[]
jn		[]
so		[]
einer		[]
heiligen		[]
beschäftigung		[]
theureste		[]
seelen		[]
treffen		[]
wir		[]
an		[]
diesem		[]
erfreulichen		[]
sabbath		[]
eine		[]
gläubige		[]
und		[]
in		[]
ihren		[]
jesum		[]
inniglich		[]
verliebte		[]
seele		[]
an		[]
sie		[]
singet		[]
von		[]
der		[]
grossen		[]
güte		[]
des		[]
herrn		[]
welche		[]
in		[]
der		[]
hütte		[]
der		[]
gerechten		[]
täglich		[]
sich		[]
erneuert		[]
und		[]
in		[]
betrachtung		[]
der		[]
unzählichen		[]
gaben		[]
welche		[]
ihr		[]
aus		[]
diesem		[]
unerschöpflichen		[]
meere		[]
zu		[]
geflossen		[]
fasset		[]
sie		[]
diesen		[]
seligen		[]
entschluß		[]
ihre		[]
einzige		[]
lust		[]
an		[]
demselben		[]
zu		[]
haben		[]
wie	 musikwerk	['E100175']
solt	 musikwerk	['E100175']
ich	 musikwerk	['E100175']
denn	 musikwerk	['E100175']
nicht	 musikwerk	['E100175']
haben	 musikwerk	['E100175']
spricht	 musikwerk	['E100175']
sie	 musikwerk	['E100175']
an	 musikwerk	['E100175']
dir	 musikwerk	['E100175']
herr	 musikwerk	['E100175']
meine	 musikwerk	['E100175']
lust	 musikwerk	['E100175']
etc		[]
es		[]
ist		[]
der		[]
andre		[]
vers		[]
aus		[]
dem		[]
geistreichen		[]
liede		[]
groß	 musikwerk	['E100175']
ist	 musikwerk	['E100175']
herr	 musikwerk	['E100175']
deine	 musikwerk	['E100175']
