word	types	reference
predigt		[]
bey		[]
einweyhung		[]
der		[]
orgel		[]
in		[]
der		[]
kirche		[]
zu		[]
gröba		[]
am		[]
achten		[]
sonntage		[]
nach		[]
trinitatis		[]
über		[]
das		[]
ordentliche		[]
evangelium		[]
gehalten		[]
von		[]
m		[]
heinrich		[]
christian		[]
gehe		[]
pfarrern		[]
und		[]
superintendenden		[]
zu		[]
oschatz		[]
1795		[]
vakat		[]
dem		[]
hochwohlgebohrnen		[]
herrn		[]
johann		[]
carl		[]
benedict		[]
von		[]
wacker		[]
erblehnund		[]
gerichtsherrn		[]
auf		[]
gröba		[]
meinem		[]
gnädigen		[]
und		[]
höchstzuverehrenden		[]
herrn		[]
vakat		[]
nicht		[]
auf		[]
eigenen		[]
antrieb		[]
sondern		[]
auf		[]
die		[]
sehr		[]
wohlwollende		[]
veranlassung		[]
des		[]
hochgeborenen		[]
herrn		[]
reichsgrafen		[]
von		[]
r		[]
der		[]
ein		[]
wahrer		[]
freund		[]
von		[]
ewer		[]
hochwohlgebohren		[]
und		[]
mein		[]
verehrungswürdiger		[]
gönner		[]
ist		[]
habe		[]
ich		[]
diese		[]
predigt		[]
die		[]
ich		[]
in		[]
dero		[]
gegenwart		[]
in		[]
der		[]
kirche		[]
zu		[]
gröba		[]
bey		[]
der		[]
von		[]
jhnen		[]
selbst		[]
mir		[]
gegebenen		[]
gelegenheit		[]
gehalten		[]
dem		[]
druck		[]
überlassen		[]
und		[]
dabey		[]
geglaubt		[]
daß		[]
ich		[]
sie		[]
keinem		[]
mit		[]
mehr		[]
gründen		[]
der		[]
wahrheit		[]
als		[]
jhnen		[]
gnädiger		[]
herr		[]
ehrerbietig		[]
überreichen		[]
könnte		[]
sie		[]
sind		[]
erlauben		[]
sie		[]
mir		[]
daß		[]
ich		[]
ihnen		[]
dieß		[]
öffentlich		[]
nach		[]
der		[]
innern		[]
empfindung		[]
meines		[]
herzens		[]
sagen		[]
darf		[]
sie		[]
sind		[]
ein		[]
aufrichtiger		[]
und		[]
ächter		[]
verehrer		[]
der		[]
religion		[]
und		[]
finden		[]
in		[]
dem		[]
thätigen		[]
bekenntnisse		[]
derselben		[]
jhre		[]
freude		[]
jhre		[]
ruhe		[]
und		[]
glückseligkeit		[]
und		[]
wie		[]
viel		[]
gutes		[]
wirken		[]
sie		[]
nicht		[]
im		[]
stillen		[]
wie		[]
verwandeln		[]
sie		[]
nicht		[]
die		[]
thränen		[]
kummervoller		[]
wittwen		[]
und		[]
waysen		[]
durch		[]
christliches		[]
wohlthun		[]
in		[]
thränen		[]
der		[]
freude		[]
und		[]
des		[]
dankes		[]
wie		[]
beglücken		[]
sie		[]
nicht		[]
dero		[]
zeitgenossen		[]
besonders		[]
dero		[]
unterthanen		[]
nach		[]
dem		[]
vermögen		[]
das		[]
gott		[]
darreicht		[]
durch		[]
allerley		[]
nützliche		[]
und		[]
wohlthätige		[]
anstalten		[]
ja		[]
das		[]
alles		[]
ist		[]
jhre		[]
wonne		[]
jhr		[]
edelstes		[]
vergnügen		[]
hierzu		[]
kommt		[]
daß		[]
ewer		[]
hochwohlgebohren		[]
mir		[]
seit		[]
der		[]
zeit		[]
da		[]
ich		[]
die		[]
ehre		[]
habe		[]
dieselben		[]
persönlich		[]
zu		[]
kennen		[]
schon		[]
so		[]
viele		[]
beweise		[]
dero		[]
gnädigen		[]
wohlwollens		[]
ertheilet		[]
haben		[]
daß		[]
ich		[]
sehr		[]
unempfindlich		[]
seyn		[]
müßte		[]
wenn		[]
ich		[]
nicht		[]
den		[]
ungemeinen		[]
werth		[]
desselben		[]
nach		[]
der		[]
wahrheit		[]
schätzen		[]
und		[]
meine		[]
gerührte		[]
hochachtung		[]
und		[]
innige		[]
verehrung		[]
jhnen		[]
auch		[]
öffentlich		[]
dafür		[]
zu		[]
tage		[]
legen		[]
wollte		[]
empfangen		[]
sie		[]
denn		[]
gnädiger		[]
herr		[]
dieß		[]
schuldige		[]
opfer		[]
der		[]
dankbarkeit		[]
und		[]
der		[]
hochachtung		[]
das		[]
ich		[]
ihnen		[]
nicht		[]
allein		[]
in		[]
diesen		[]
wenigen		[]
zeilen		[]
darbringe		[]
sondern		[]
auch		[]
durch		[]
weyhung		[]
aufrichtiger		[]
wünsche		[]
zu		[]
gott		[]
den		[]
urheber		[]
und		[]
beglücker		[]
unsers		[]
lebens		[]
für		[]
dero		[]
und		[]
dero		[]
verehrungswürdigen		[]
frau		[]
gemahlin		[]
theures		[]
leben		[]
und		[]
stetes		[]
wohlergehen		[]
stets		[]
darzubringen		[]
bereit		[]
bin		[]
empfangen		[]
sie		[]
es		[]
mit		[]
der		[]
huld		[]
und		[]
dem		[]
freundschaftlichen		[]
wohlwollen		[]
welches		[]
ich		[]
an		[]
jhnen		[]
stets		[]
und		[]
aufrichtig		[]
zu		[]
verehren		[]
nie		[]
unterlassen		[]
werde		[]
mit		[]
vollkommenster		[]
ehrerbietung		[]
verharre		[]
ich		[]
ewer		[]
hochwohlgebohren		[]
oschatz		[]
den		[]
31		[]
julius		[]
1795		[]
ganz		[]
gehorsamster		[]
m		[]
heinrich		[]
christian		[]
gehe		[]
vor		[]
dir		[]
o		[]
gott		[]
haben		[]
wir		[]
uns		[]
jetzt		[]
mit		[]
vereinigter		[]
andacht		[]
versammelt		[]
um		[]
dich		[]
das		[]
beste		[]
das		[]
ehrwürdigste		[]
wesen		[]
dich		[]
unsern		[]
himmlischen		[]
vater		[]
gemeinschaftlich		[]
anzubeten		[]
deine		[]
unaussprechliche		[]
größe		[]
zu		[]
bewundern		[]
uns		[]
deiner		[]
wohlthaten		[]
herzinnig		[]
zu		[]
erfreuen		[]
dir		[]
dafür		[]
den		[]
demüthigsten		[]
dank		[]
zu		[]
sagen		[]
und		[]
uns		[]
deinen		[]
segen		[]
und		[]
deine		[]
hülfe		[]
zur		[]
freudigen		[]
uebung		[]
der		[]
tugend		[]
zu		[]
erflehen		[]
ja		[]
groß		[]
bist		[]
du		[]
und		[]
deine		[]
majestät		[]
ist		[]
unaussprechlich		[]
himmel		[]
und		[]
erde		[]
deren		[]
weiser		[]
allmächtiger		[]
und		[]
allgütiger		[]
urheber		[]
du		[]
bist		[]
mögen		[]
dich		[]
nicht		[]
fassen		[]
und		[]
himmel		[]
und		[]
erde		[]
und		[]
alle		[]
ihre		[]
unzählbaren		[]
bewohner		[]
vereinigen		[]
sich		[]
gerührt		[]
von		[]
deiner		[]
anbetungswürdigen		[]
größe		[]
zu		[]
deiner		[]
verehrung		[]
anbetung		[]
bewunderung		[]
und		[]
lobe		[]
o		[]
daß		[]
auch		[]
wir		[]
an		[]
diesem		[]
harmonischen		[]
lobe		[]
deiner		[]
dich		[]
preisenden		[]
geschöpfe		[]
den		[]
innigsten		[]
den		[]
gerührtesten		[]
antheil		[]
nehmen		[]
wollen		[]
daß		[]
doch		[]
auch		[]
unser		[]
herz		[]
deines		[]
preißes		[]
voll		[]
wäre		[]
daß		[]
doch		[]
auch		[]
unser		[]
mund		[]
überströmte		[]
ob		[]
deiner		[]
güte		[]
auch		[]
an		[]
diesem		[]
orte		[]
offenbarest		[]
du		[]
in		[]
tausend		[]
sichtbaren		[]
und		[]
rührenden		[]
beweisen		[]
deine		[]
große		[]
macht		[]
und		[]
herrlichkeit		[]
deine		[]
weisheit		[]
güte		[]
und		[]
vorsehung		[]
