word	types	reference
die		[]
kneiphöffsche		[]
laute		[]
orgelstimme		[]
welche		[]
jn		[]
diesem		[]
1721sten		[]
jahr		[]
am		[]
xiv		[]
sonntage		[]
nach		[]
trinitatis		[]
aus		[]
den		[]
worten		[]
des		[]
evangelii		[]
lucas		[]
xvii		[]
versus		[]
15		[]
er	 bibel	['Lk_17-15']
preisete	 bibel	['Lk_17-15']
gott	 bibel	['Lk_17-15']
mit	 bibel	['Lk_17-15']
lauter	 bibel	['Lk_17-15']
stimme	 bibel	['Lk_17-15']
zur		[]
inauguration		[]
dieses		[]
neuen		[]
orgelwercks		[]
für		[]
gott		[]
seiner		[]
in		[]
grosser		[]
anzahl		[]
versammleten		[]
liebwehrten		[]
gemeine		[]
krafft		[]
seines		[]
pfarrampts		[]
jn		[]
der		[]
vormittagspredigt		[]
vorgetragen		[]
und		[]
auf		[]
inständiges		[]
anhalten		[]
vieler		[]
frommen		[]
hertzen		[]
zum		[]
druck		[]
befordert		[]
christian		[]
masecovius		[]
der		[]
heiligen		[]
schrifft		[]
doctor		[]
und		[]
professor		[]
ordinarius		[]
secundus		[]
königlich		[]
samländischer		[]
consistorial-rath		[]
und		[]
pfarrer		[]
im		[]
kneiphoff		[]
königsberg		[]
gedruckt		[]
bey		[]
johann		[]
stelter		[]
dem		[]
hochedelgebohrnen		[]
herrn		[]
herrn		[]
christoph		[]
aegidio		[]
negelein		[]
seiner		[]
königlichen		[]
majestät		[]
in		[]
preussen		[]
hochbetrauten		[]
geheimtenund		[]
commercien-raht		[]
wie		[]
auch		[]
hochansehnlichen		[]
burgermeister		[]
der		[]
königlichen		[]
stadt		[]
kneiphoff		[]
denen		[]
hochedlen		[]
großachtbaren		[]
und		[]
hochweisen		[]
herren		[]
stadträhten		[]
wettherren		[]
im		[]
kneiphoff		[]
herrn		[]
heinrich		[]
paschke		[]
herrn		[]
johann		[]
heinrich		[]
reußnern		[]
herrn		[]
heinrich		[]
hahn		[]
dann		[]
ebenfalls		[]
herrn		[]
melchior		[]
lübeck		[]
seiner		[]
königlichen		[]
majestät		[]
hochbestalten		[]
geheimbten		[]
commercien-		[]
und		[]
hochverdienten		[]
stadtsecretario		[]
denen		[]
woledlen		[]
großachtbaren		[]
und		[]
wolweisen		[]
herren		[]
herrn		[]
reinhold		[]
nagel		[]
wolverdienten		[]
schöppenmeister		[]
herrn		[]
reinhold		[]
maraun		[]
wolmritirten		[]
vice-schöppenmeister		[]
herrn		[]
joachim		[]
biemann		[]
herrn		[]
heinrich		[]
lübeck		[]
herrn		[]
reinhold		[]
farenheid		[]
herrn		[]
heinrich		[]
stürmer		[]
herrn		[]
christian		[]
werner		[]
nebst		[]
selbigen		[]
herrn		[]
johann		[]
friederich		[]
schienemann		[]
wolverdienten		[]
gerichtssecretario		[]
ebenermassen		[]
denen		[]
edlen		[]
wolehrenvesten		[]
und		[]
vornehmgeachten		[]
herren		[]
elterleuten		[]
und		[]
wehrten		[]
mitgliedern		[]
beyderseits		[]
vornehmer		[]
zünffte		[]
derer		[]
herren		[]
kauffund		[]
handelsleute		[]
und		[]
derer		[]
herren		[]
mältzenbrauer		[]
jmgleichen		[]
denen		[]
ehrenvesten		[]
erbaren		[]
und		[]
wolgeachten		[]
elterleuthen		[]
und		[]
mitgliedern		[]
der		[]
sämbtlichen		[]
gewercken		[]
der		[]
königlichen		[]
stadt		[]
kneiphoff		[]
meiner		[]
gantzen		[]
liebwerthesten		[]
gemeine		[]
übergebe		[]
aus		[]
treuem		[]
hertzen		[]
diese		[]
predigt		[]
mit		[]
herztlichem		[]
anwunsch		[]
die		[]
göttliche		[]
weißheit		[]
heilige		[]
die		[]
weise		[]
rathschläge		[]
eines		[]
hochweisen		[]
rahts		[]
der		[]
herr		[]
der		[]
unsere		[]
grechtigkeit		[]
sic		[]
ist		[]
mache		[]
gedeylich		[]
die		[]
administration		[]
der		[]
grechtigkeit		[]
eines		[]
wolweisen		[]
gerichts		[]
der		[]
seegen		[]
aus		[]
der		[]
höhe		[]
kröhne		[]
mit		[]
seegen		[]
den		[]
handel		[]
und		[]
die		[]
braunahrung		[]
die		[]
seegenhand		[]
welche		[]
erfüllet		[]
alles		[]
was		[]
lebet		[]
mit		[]
wolgefallen		[]
seegne		[]
die		[]
hände		[]
christlicher		[]
handwercker		[]
die		[]
himmlische		[]
bundeslade		[]
sencke		[]
sich		[]
herab		[]
in		[]
diese		[]
gemeine		[]
und		[]
mache		[]
alle		[]
häuser		[]
zu		[]
obededoms		[]
häuser		[]
jesus		[]
der		[]
heiland		[]
aller		[]
menschen		[]
lasse		[]
keine		[]
seele		[]
der		[]
reichen		[]
oder		[]
armen		[]
hohen		[]
oder		[]
niedrigen		[]
ohne		[]
trost		[]
und		[]
heil		[]
der		[]
mächtige		[]
schutz		[]
aus		[]
jacob		[]
schütze		[]
sie		[]
alle		[]
zeitlich		[]
mache		[]
sie		[]
alle		[]
selig		[]
ewig		[]
amen		[]
erhöre		[]
es		[]
gott		[]
amen		[]
jch		[]
wünsche		[]
es		[]
hertzlich		[]
meiner		[]
hochwerthen		[]
gemeine		[]
treuer		[]
fürbitter		[]
zu		[]
gott		[]
christian		[]
mascecovius		[]
es		[]
walte		[]
der		[]
dreyeinige		[]
gott		[]
dessen		[]
ehre		[]
und		[]
majestät		[]
die		[]
heilige		[]
engel		[]
und		[]
seraphim		[]
mit		[]
